id,mean_predators,ph,pp
5816,63.59,0.59,0.75
5817,63.72,0.59,0.76
5818,63.24,0.59,0.77
5819,63.09,0.59,0.78
5820,63.65,0.59,0.79
5821,63.87,0.59,0.8
5822,63.67,0.59,0.81
5823,63.87,0.59,0.82
5824,63.74,0.59,0.83
5825,63.89,0.59,0.84
5826,63.78,0.59,0.85
5827,63.6,0.59,0.86
5828,63.49,0.59,0.87
5829,63.67,0.59,0.88
5830,63.55,0.59,0.89
5831,64.14,0.59,0.9
5832,64.09,0.59,0.91
5833,63.84,0.59,0.92
5834,64.04,0.59,0.93
5835,64.46,0.59,0.94
5836,64.42,0.59,0.95
5837,64.06,0.59,0.96
5838,64.31,0.59,0.97
5839,64.07,0.59,0.98
5840,64.01,0.59,0.99
5841,0.44,0.6,0.01
5842,0.6,0.6,0.02
5843,0.52,0.6,0.03
5844,1.16,0.6,0.04
5845,0.8,0.6,0.05
5846,1.44,0.6,0.06
5847,1.32,0.6,0.07
5848,1.32,0.6,0.08
5849,1.52,0.6,0.09
5850,3.48,0.6,0.1
5851,1.2,0.6,0.11
5852,4,0.6,0.12
5853,18.89,0.6,0.13
5854,14.51,0.6,0.14
5855,23.67,0.6,0.15
5856,30.23,0.6,0.16
5857,32.96,0.6,0.17
5858,36.16,0.6,0.18
5859,41.1,0.6,0.19
5860,40.87,0.6,0.2
5861,42.01,0.6,0.21
5862,44.02,0.6,0.22
5863,45,0.6,0.23
5864,45.91,0.6,0.24
5865,48.56,0.6,0.25
5866,49.08,0.6,0.26
5867,48.59,0.6,0.27
5868,50.37,0.6,0.28
5869,50.65,0.6,0.29
5870,51.68,0.6,0.3
5871,54.23,0.6,0.31
5872,55.25,0.6,0.32
5873,54.52,0.6,0.33
5874,54.72,0.6,0.34
5875,55.99,0.6,0.35
5876,57.02,0.6,0.36
5877,56.94,0.6,0.37
5878,56.22,0.6,0.38
5879,57.56,0.6,0.39
5880,58.7,0.6,0.4
5881,57.8,0.6,0.41
5882,59.32,0.6,0.42
5883,58.07,0.6,0.43
5884,59.35,0.6,0.44
5885,58.87,0.6,0.45
5886,59.46,0.6,0.46
5887,59.92,0.6,0.47
5888,60.18,0.6,0.48
5889,60.46,0.6,0.49
5890,60.6,0.6,0.5
5891,61.79,0.6,0.51
5892,60.74,0.6,0.52
5893,61.07,0.6,0.53
5894,60.89,0.6,0.54
5895,61.77,0.6,0.55
5896,61.74,0.6,0.56
5897,61.62,0.6,0.57
5898,61.9,0.6,0.58
5899,62.5,0.6,0.59
5900,62.28,0.6,0.6
5901,62.65,0.6,0.61
5902,62.48,0.6,0.62
5903,62.38,0.6,0.63
5904,62.18,0.6,0.64
5905,62.86,0.6,0.65
5906,63.33,0.6,0.66
5907,63,0.6,0.67
5908,63.16,0.6,0.68
5909,63.21,0.6,0.69
5910,62.88,0.6,0.7
5911,63.18,0.6,0.71
5912,63.42,0.6,0.72
5913,63.56,0.6,0.73
5914,63.5,0.6,0.74
5915,63.58,0.6,0.75
5916,63.03,0.6,0.76
5917,63.33,0.6,0.77
5918,63.64,0.6,0.78
5919,63.55,0.6,0.79
5920,63.66,0.6,0.8
5921,63.31,0.6,0.81
5922,64.1,0.6,0.82
5923,63.79,0.6,0.83
5924,63.85,0.6,0.84
5925,64.07,0.6,0.85
5926,64.14,0.6,0.86
5927,64.07,0.6,0.87
5928,64.18,0.6,0.88
5929,64.12,0.6,0.89
5930,63.95,0.6,0.9
5931,64.12,0.6,0.91
5932,64.35,0.6,0.92
5933,64.02,0.6,0.93
5934,64.19,0.6,0.94
5935,64.14,0.6,0.95
5936,64.12,0.6,0.96
5937,64.17,0.6,0.97
5938,64.32,0.6,0.98
5939,64.39,0.6,0.99
5940,0.4,0.61,0.01
5941,0.56,0.61,0.02
5942,0.6,0.61,0.03
5943,0.72,0.61,0.04
5944,0.68,0.61,0.05
5945,1.16,0.61,0.06
5946,0.96,0.61,0.07
5947,0.72,0.61,0.08
5948,3.44,0.61,0.09
5949,4.32,0.61,0.1
5950,7.98,0.61,0.11
5951,8.63,0.61,0.12
5952,13.12,0.61,0.13
5953,24.95,0.61,0.14
5954,28.78,0.61,0.15
5955,31.2,0.61,0.16
5956,31.15,0.61,0.17
5957,34,0.61,0.18
5958,36.51,0.61,0.19
5959,40.32,0.61,0.2
5960,43.61,0.61,0.21
5961,42.56,0.61,0.22
5962,46.06,0.61,0.23
5963,44.22,0.61,0.24
5964,47.82,0.61,0.25
5965,49.4,0.61,0.26
5966,49.95,0.61,0.27
5967,51.48,0.61,0.28
5968,52.14,0.61,0.29
5969,53.88,0.61,0.3
5970,53.44,0.61,0.31
5971,54.6,0.61,0.32
5972,54.04,0.61,0.33
5973,55.5,0.61,0.34
5974,55.28,0.61,0.35
5975,56.75,0.61,0.36
5976,56.49,0.61,0.37
5977,56.83,0.61,0.38
5978,57.75,0.61,0.39
5979,57.77,0.61,0.4
5980,58.85,0.61,0.41
5981,58.72,0.61,0.42
5982,60.01,0.61,0.43
5983,59.59,0.61,0.44
5984,59.2,0.61,0.45
5985,60.05,0.61,0.46
5986,60.48,0.61,0.47
5987,59.96,0.61,0.48
5988,60.65,0.61,0.49
5989,60.63,0.61,0.5
5990,60.25,0.61,0.51
5991,61.63,0.61,0.52
5992,61.64,0.61,0.53
5993,61.75,0.61,0.54
5994,61.43,0.61,0.55
5995,62.33,0.61,0.56
5996,62.43,0.61,0.57
5997,62.29,0.61,0.58
5998,61.86,0.61,0.59
5999,62.85,0.61,0.6
6000,62.5,0.61,0.61
6001,62.68,0.61,0.62
6002,63.11,0.61,0.63
6003,62.8,0.61,0.64
6004,62.68,0.61,0.65
6005,63.34,0.61,0.66
6006,63.23,0.61,0.67
6007,63.41,0.61,0.68
6008,63.37,0.61,0.69
6009,62.68,0.61,0.7
6010,63.18,0.61,0.71
6011,63.53,0.61,0.72
6012,63.62,0.61,0.73
6013,63.68,0.61,0.74
6014,63.4,0.61,0.75
6015,63.58,0.61,0.76
6016,63.32,0.61,0.77
6017,63.76,0.61,0.78
6018,63.91,0.61,0.79
6019,63.73,0.61,0.8
6020,63.82,0.61,0.81
6021,63.6,0.61,0.82
6022,64.27,0.61,0.83
6023,64.11,0.61,0.84
6024,63.91,0.61,0.85
6025,63.95,0.61,0.86
6026,63.9,0.61,0.87
6027,63.69,0.61,0.88
6028,64.15,0.61,0.89
6029,64.39,0.61,0.9
6030,64.4,0.61,0.91
6031,64.23,0.61,0.92
6032,64.18,0.61,0.93
6033,64.15,0.61,0.94
6034,64.05,0.61,0.95
6035,64.17,0.61,0.96
6036,64.54,0.61,0.97
6037,64.17,0.61,0.98
6038,64.34,0.61,0.99
6039,0.4,0.62,0.01
6040,0.68,0.62,0.02
6041,0.6,0.62,0.03
6042,0.6,0.62,0.04
6043,0.68,0.62,0.05
6044,1,0.62,0.06
6045,0.96,0.62,0.07
6046,2.4,0.62,0.08
6047,3,0.62,0.09
6048,4.72,0.62,0.1
6049,15.29,0.62,0.11
6050,11.79,0.62,0.12
6051,19.37,0.62,0.13
6052,26.68,0.62,0.14
6053,24.5,0.62,0.15
6054,30.82,0.62,0.16
6055,35.34,0.62,0.17
6056,37.31,0.62,0.18
6057,40.01,0.62,0.19
6058,40.9,0.62,0.2
6059,42.3,0.62,0.21
6060,43.74,0.62,0.22
6061,44.56,0.62,0.23
6062,47.04,0.62,0.24
6063,46.04,0.62,0.25
6064,49.68,0.62,0.26
6065,50.4,0.62,0.27
6066,51.44,0.62,0.28
6067,51.65,0.62,0.29
6068,52.82,0.62,0.3
6069,53.62,0.62,0.31
6070,53.42,0.62,0.32
6071,54.01,0.62,0.33
6072,54.53,0.62,0.34
6073,55.95,0.62,0.35
6074,56.23,0.62,0.36
6075,55.21,0.62,0.37
6076,56.22,0.62,0.38
6077,58.19,0.62,0.39
6078,58.16,0.62,0.4
6079,58.29,0.62,0.41
6080,58.03,0.62,0.42
6081,59,0.62,0.43
6082,59.54,0.62,0.44
6083,59.86,0.62,0.45
6084,60.03,0.62,0.46
6085,60.73,0.62,0.47
6086,60.58,0.62,0.48
6087,59.93,0.62,0.49
6088,61.33,0.62,0.5
6089,61.2,0.62,0.51
6090,61.11,0.62,0.52
6091,61.66,0.62,0.53
6092,61.85,0.62,0.54
6093,62.13,0.62,0.55
6094,61.84,0.62,0.56
6095,61.91,0.62,0.57
6096,61.77,0.62,0.58
6097,62.76,0.62,0.59
6098,62.81,0.62,0.6
6099,63.24,0.62,0.61
6100,62.57,0.62,0.62
6101,62.92,0.62,0.63
6102,62.25,0.62,0.64
6103,63.05,0.62,0.65
6104,63.34,0.62,0.66
6105,63.21,0.62,0.67
6106,63.37,0.62,0.68
6107,63.55,0.62,0.69
6108,63.44,0.62,0.7
6109,63.54,0.62,0.71
6110,63.5,0.62,0.72
6111,63.74,0.62,0.73
6112,63.6,0.62,0.74
6113,63.83,0.62,0.75
6114,64.06,0.62,0.76
6115,63.95,0.62,0.77
6116,63.7,0.62,0.78
6117,63.87,0.62,0.79
6118,64.02,0.62,0.8
6119,63.99,0.62,0.81
6120,63.77,0.62,0.82
6121,64.18,0.62,0.83
6122,63.82,0.62,0.84
6123,63.85,0.62,0.85
6124,63.87,0.62,0.86
6125,64.14,0.62,0.87
6126,64.25,0.62,0.88
6127,64.17,0.62,0.89
6128,64.23,0.62,0.9
6129,64.12,0.62,0.91
6130,64.05,0.62,0.92
6131,64.46,0.62,0.93
6132,64.12,0.62,0.94
6133,64.31,0.62,0.95
6134,64.14,0.62,0.96
6135,64.36,0.62,0.97
6136,64.56,0.62,0.98
6137,64.45,0.62,0.99
6138,0.44,0.63,0.01
6139,0.44,0.63,0.02
6140,0.52,0.63,0.03
6141,0.72,0.63,0.04
6142,0.92,0.63,0.05
6143,1.44,0.63,0.06
6144,1,0.63,0.07
6145,1.32,0.63,0.08
6146,2.08,0.63,0.09
6147,1.72,0.63,0.1
6148,1.68,0.63,0.11
6149,10.36,0.63,0.12
6150,15.97,0.63,0.13
6151,23.85,0.63,0.14
6152,25.04,0.63,0.15
6153,28.48,0.63,0.16
6154,31.57,0.63,0.17
6155,35.46,0.63,0.18
6156,37.3,0.63,0.19
6157,40.41,0.63,0.2
6158,43.77,0.63,0.21
6159,45.05,0.63,0.22
6160,45.21,0.63,0.23
6161,46.07,0.63,0.24
6162,47.51,0.63,0.25
6163,49.27,0.63,0.26
6164,50.1,0.63,0.27
6165,51.44,0.63,0.28
6166,52.33,0.63,0.29
6167,53.04,0.63,0.3
6168,53.37,0.63,0.31
6169,54.1,0.63,0.32
6170,53.91,0.63,0.33
6171,54.46,0.63,0.34
6172,55.74,0.63,0.35
6173,55.81,0.63,0.36
6174,57.46,0.63,0.37
6175,57.45,0.63,0.38
6176,56.55,0.63,0.39
6177,58.57,0.63,0.4
6178,58.61,0.63,0.41
6179,58.77,0.63,0.42
6180,59.05,0.63,0.43
6181,59.69,0.63,0.44
6182,59.15,0.63,0.45
6183,59.84,0.63,0.46
6184,60.7,0.63,0.47
6185,60.66,0.63,0.48
6186,60.56,0.63,0.49
6187,61.34,0.63,0.5
6188,61.34,0.63,0.51
6189,61.47,0.63,0.52
6190,61.6,0.63,0.53
6191,61.72,0.63,0.54
6192,62.08,0.63,0.55
6193,61.64,0.63,0.56
6194,62.5,0.63,0.57
6195,62.5,0.63,0.58
6196,62.67,0.63,0.59
6197,62.87,0.63,0.6
6198,62.68,0.63,0.61
6199,63.23,0.63,0.62
6200,62.75,0.63,0.63
6201,63.23,0.63,0.64
6202,63.35,0.63,0.65
6203,63.29,0.63,0.66
6204,63.42,0.63,0.67
6205,63.14,0.63,0.68
6206,63.16,0.63,0.69
6207,63.47,0.63,0.7
6208,63.69,0.63,0.71
6209,63.45,0.63,0.72
6210,63.6,0.63,0.73
6211,63.55,0.63,0.74
6212,63.71,0.63,0.75
6213,63.39,0.63,0.76
6214,64.02,0.63,0.77
6215,63.72,0.63,0.78
6216,64.1,0.63,0.79
6217,64.24,0.63,0.8
6218,64.16,0.63,0.81
6219,64.17,0.63,0.82
6220,64.38,0.63,0.83
6221,64.29,0.63,0.84
6222,64.32,0.63,0.85
6223,64.15,0.63,0.86
6224,63.91,0.63,0.87
6225,64.28,0.63,0.88
6226,64.56,0.63,0.89
6227,64.46,0.63,0.9
6228,64.15,0.63,0.91
6229,64.05,0.63,0.92
6230,64.32,0.63,0.93
6231,64.42,0.63,0.94
6232,64.31,0.63,0.95
6233,64.14,0.63,0.96
6234,64.46,0.63,0.97
6235,64.52,0.63,0.98
6236,64.31,0.63,0.99
6237,0.48,0.64,0.01
6238,0.52,0.64,0.02
6239,0.96,0.64,0.03
6240,0.8,0.64,0.04
6241,0.88,0.64,0.05
6242,1.32,0.64,0.06
6243,0.96,0.64,0.07
6244,0.64,0.64,0.08
6245,2.04,0.64,0.09
6246,2.44,0.64,0.1
6247,4.48,0.64,0.11
6248,8.7,0.64,0.12
6249,3.24,0.64,0.13
6250,19.66,0.64,0.14
6251,22.14,0.64,0.15
6252,32.64,0.64,0.16
6253,33.99,0.64,0.17
6254,35.95,0.64,0.18
6255,37.98,0.64,0.19
6256,39.95,0.64,0.2
6257,42.77,0.64,0.21
6258,44.26,0.64,0.22
6259,46.31,0.64,0.23
6260,46.61,0.64,0.24
6261,47.77,0.64,0.25
6262,50.68,0.64,0.26
6263,51.86,0.64,0.27
6264,50.84,0.64,0.28
6265,51.97,0.64,0.29
6266,52.72,0.64,0.3
6267,54.22,0.64,0.31
6268,53.38,0.64,0.32
6269,55.52,0.64,0.33
6270,55.52,0.64,0.34
6271,56.26,0.64,0.35
6272,56.65,0.64,0.36
6273,56.68,0.64,0.37
6274,57.79,0.64,0.38
6275,58.25,0.64,0.39
6276,58.78,0.64,0.4
6277,58.73,0.64,0.41
6278,58.13,0.64,0.42
6279,60.05,0.64,0.43
6280,59.75,0.64,0.44
6281,59.36,0.64,0.45
6282,59.24,0.64,0.46
6283,60.06,0.64,0.47
6284,60.82,0.64,0.48
6285,61.34,0.64,0.49
6286,61.3,0.64,0.5
6287,61.61,0.64,0.51
6288,61.09,0.64,0.52
6289,61.46,0.64,0.53
6290,61.43,0.64,0.54
6291,62.33,0.64,0.55
6292,61.86,0.64,0.56
6293,62.53,0.64,0.57
6294,62.39,0.64,0.58
6295,63.15,0.64,0.59
6296,62.71,0.64,0.6
6297,62.9,0.64,0.61
6298,62.94,0.64,0.62
6299,63.28,0.64,0.63
6300,62.79,0.64,0.64
6301,63.44,0.64,0.65
6302,63.54,0.64,0.66
6303,63.16,0.64,0.67
6304,63.48,0.64,0.68
6305,63.59,0.64,0.69
6306,63.47,0.64,0.7
6307,63.38,0.64,0.71
6308,63.87,0.64,0.72
6309,63.9,0.64,0.73
6310,64.08,0.64,0.74
6311,63.79,0.64,0.75
6312,64.06,0.64,0.76
6313,63.86,0.64,0.77
6314,64.04,0.64,0.78
6315,64.32,0.64,0.79
6316,64.12,0.64,0.8
6317,64.03,0.64,0.81
6318,64.05,0.64,0.82
6319,63.91,0.64,0.83
6320,64.41,0.64,0.84
6321,64.1,0.64,0.85
6322,64.36,0.64,0.86
6323,64.29,0.64,0.87
6324,64.47,0.64,0.88
6325,64.41,0.64,0.89
6326,64.46,0.64,0.9
6327,64.09,0.64,0.91
6328,64.35,0.64,0.92
6329,64.15,0.64,0.93
6330,64.67,0.64,0.94
6331,64.55,0.64,0.95
6332,64.47,0.64,0.96
6333,64.42,0.64,0.97
6334,64.37,0.64,0.98
6335,64.45,0.64,0.99
6336,0.44,0.65,0.01
6337,0.48,0.65,0.02
6338,0.52,0.65,0.03
6339,0.8,0.65,0.04
6340,1.04,0.65,0.05
6341,1.04,0.65,0.06
6342,1.24,0.65,0.07
6343,1.44,0.65,0.08
6344,2.2,0.65,0.09
6345,3.6,0.65,0.1
6346,8.88,0.65,0.11
6347,15.16,0.65,0.12
6348,19,0.65,0.13
6349,22.68,0.65,0.14
6350,30.57,0.65,0.15
6351,30.74,0.65,0.16
6352,32.35,0.65,0.17
6353,35.79,0.65,0.18
6354,40.82,0.65,0.19
6355,41.15,0.65,0.2
6356,42.65,0.65,0.21
6357,44.25,0.65,0.22
6358,45.43,0.65,0.23
6359,45.52,0.65,0.24
6360,48.07,0.65,0.25
6361,49.43,0.65,0.26
6362,50.34,0.65,0.27
6363,52.41,0.65,0.28
6364,52.79,0.65,0.29
6365,53.27,0.65,0.3
6366,53.75,0.65,0.31
6367,54.59,0.65,0.32
6368,55.83,0.65,0.33
6369,55.32,0.65,0.34
6370,55.94,0.65,0.35
6371,56.32,0.65,0.36
6372,57.42,0.65,0.37
6373,58.8,0.65,0.38
6374,57.67,0.65,0.39
6375,58.12,0.65,0.4
6376,58.74,0.65,0.41
6377,58.4,0.65,0.42
6378,59.16,0.65,0.43
6379,59.92,0.65,0.44
6380,59.93,0.65,0.45
6381,59.9,0.65,0.46
6382,59.92,0.65,0.47
6383,60.62,0.65,0.48
6384,61.29,0.65,0.49
6385,61.36,0.65,0.5
6386,61.9,0.65,0.51
6387,61.84,0.65,0.52
6388,61.48,0.65,0.53
6389,61.77,0.65,0.54
6390,62.73,0.65,0.55
6391,61.91,0.65,0.56
6392,62.16,0.65,0.57
6393,62.46,0.65,0.58
6394,62.52,0.65,0.59
6395,62.8,0.65,0.6
6396,62.63,0.65,0.61
6397,62.67,0.65,0.62
6398,63.36,0.65,0.63
6399,62.87,0.65,0.64
6400,63.33,0.65,0.65
6401,63.26,0.65,0.66
6402,63.51,0.65,0.67
6403,63.09,0.65,0.68
6404,63.17,0.65,0.69
6405,63.6,0.65,0.7
6406,63.82,0.65,0.71
6407,63.39,0.65,0.72
6408,63.91,0.65,0.73
6409,63.97,0.65,0.74
6410,63.78,0.65,0.75
6411,63.66,0.65,0.76
6412,63.99,0.65,0.77
6413,63.82,0.65,0.78
6414,64.21,0.65,0.79
6415,64.22,0.65,0.8
6416,64.44,0.65,0.81
6417,64.27,0.65,0.82
6418,63.89,0.65,0.83
6419,64.3,0.65,0.84
6420,64.25,0.65,0.85
6421,64.32,0.65,0.86
6422,64.26,0.65,0.87
6423,64.24,0.65,0.88
6424,64.39,0.65,0.89
6425,64.5,0.65,0.9
6426,64.55,0.65,0.91
6427,64.38,0.65,0.92
6428,64.47,0.65,0.93
6429,64.46,0.65,0.94
6430,64.38,0.65,0.95
6431,64.34,0.65,0.96
6432,64.57,0.65,0.97
6433,64.47,0.65,0.98
6434,64.45,0.65,0.99
6435,0.52,0.66,0.01
6436,0.56,0.66,0.02
6437,0.76,0.66,0.03
6438,0.4,0.66,0.04
6439,0.84,0.66,0.05
6440,0.96,0.66,0.06
6441,0.92,0.66,0.07
6442,1.16,0.66,0.08
6443,1.12,0.66,0.09
6444,4.36,0.66,0.1
6445,3.2,0.66,0.11
6446,11.78,0.66,0.12
6447,18.8,0.66,0.13
6448,24.68,0.66,0.14
6449,23.35,0.66,0.15
6450,30.77,0.66,0.16
6451,34.33,0.66,0.17
6452,36.43,0.66,0.18
6453,36.77,0.66,0.19
6454,42.1,0.66,0.2
6455,41.79,0.66,0.21
6456,45.41,0.66,0.22
6457,46.09,0.66,0.23
6458,45.99,0.66,0.24
6459,47.62,0.66,0.25
6460,50.21,0.66,0.26
6461,50.22,0.66,0.27
6462,51.44,0.66,0.28
6463,51.46,0.66,0.29
6464,53.96,0.66,0.3
6465,54.04,0.66,0.31
6466,54.4,0.66,0.32
6467,54.34,0.66,0.33
6468,55.33,0.66,0.34
6469,55.86,0.66,0.35
6470,57.81,0.66,0.36
6471,56.91,0.66,0.37
6472,57.2,0.66,0.38
6473,57.74,0.66,0.39
6474,58.96,0.66,0.4
6475,58.77,0.66,0.41
6476,59.88,0.66,0.42
6477,58.91,0.66,0.43
6478,59.85,0.66,0.44
6479,59.59,0.66,0.45
6480,60.19,0.66,0.46
6481,60.88,0.66,0.47
6482,59.88,0.66,0.48
6483,60.7,0.66,0.49
6484,61.51,0.66,0.5
6485,61.46,0.66,0.51
6486,61.58,0.66,0.52
6487,61.52,0.66,0.53
6488,61.99,0.66,0.54
6489,62.01,0.66,0.55
6490,62.63,0.66,0.56
6491,62.33,0.66,0.57
6492,62.31,0.66,0.58
6493,63.05,0.66,0.59
6494,62.84,0.66,0.6
6495,63.15,0.66,0.61
6496,62.92,0.66,0.62
6497,63.25,0.66,0.63
6498,63.47,0.66,0.64
6499,62.87,0.66,0.65
6500,63.7,0.66,0.66
6501,62.9,0.66,0.67
6502,63.69,0.66,0.68
6503,64.08,0.66,0.69
6504,63.3,0.66,0.7
6505,63.58,0.66,0.71
6506,63.86,0.66,0.72
6507,64,0.66,0.73
6508,63.67,0.66,0.74
6509,63.91,0.66,0.75
6510,64.05,0.66,0.76
6511,64.14,0.66,0.77
6512,64.29,0.66,0.78
6513,64.32,0.66,0.79
6514,64.44,0.66,0.8
6515,63.97,0.66,0.81
6516,64.16,0.66,0.82
6517,64.46,0.66,0.83
6518,64.54,0.66,0.84
6519,64.54,0.66,0.85
6520,64.23,0.66,0.86
6521,64.42,0.66,0.87
6522,64.42,0.66,0.88
6523,64.44,0.66,0.89
6524,64.4,0.66,0.9
6525,64.52,0.66,0.91
6526,64.52,0.66,0.92
6527,64.47,0.66,0.93
6528,64.38,0.66,0.94
6529,64.46,0.66,0.95
6530,64.58,0.66,0.96
6531,64.69,0.66,0.97
6532,64.45,0.66,0.98
6533,64.43,0.66,0.99
6534,0.44,0.67,0.01
6535,0.4,0.67,0.02
6536,0.56,0.67,0.03
6537,0.88,0.67,0.04
6538,0.92,0.67,0.05
6539,0.8,0.67,0.06
6540,1.28,0.67,0.07
6541,2.24,0.67,0.08
6542,3.64,0.67,0.09
6543,2,0.67,0.1
6544,7.88,0.67,0.11
6545,17.37,0.67,0.12
6546,16.81,0.67,0.13
6547,16.62,0.67,0.14
6548,23.09,0.67,0.15
6549,32.8,0.67,0.16
6550,32.03,0.67,0.17
6551,37.99,0.67,0.18
6552,38,0.67,0.19
6553,41.58,0.67,0.2
6554,44.4,0.67,0.21
6555,43.11,0.67,0.22
6556,45.91,0.67,0.23
6557,48.4,0.67,0.24
6558,48.57,0.67,0.25
6559,49.83,0.67,0.26
6560,51.04,0.67,0.27
6561,51.73,0.67,0.28
6562,51.55,0.67,0.29
6563,51.86,0.67,0.3
6564,53.26,0.67,0.31
6565,53.95,0.67,0.32
6566,54.74,0.67,0.33
6567,55.85,0.67,0.34
6568,56.59,0.67,0.35
6569,56.35,0.67,0.36
6570,57.76,0.67,0.37
6571,57.7,0.67,0.38
6572,58.12,0.67,0.39
6573,58.64,0.67,0.4
6574,58.48,0.67,0.41
6575,58.97,0.67,0.42
6576,59.43,0.67,0.43
6577,59.7,0.67,0.44
6578,59.67,0.67,0.45
6579,60.04,0.67,0.46
6580,60.38,0.67,0.47
6581,61.18,0.67,0.48
6582,60.88,0.67,0.49
6583,60.89,0.67,0.5
6584,62.39,0.67,0.51
6585,61.14,0.67,0.52
6586,62.44,0.67,0.53
6587,62.28,0.67,0.54
6588,62.1,0.67,0.55
6589,62.9,0.67,0.56
6590,62.65,0.67,0.57
6591,62.89,0.67,0.58
6592,63.07,0.67,0.59
6593,62.96,0.67,0.6
6594,63.23,0.67,0.61
6595,62.88,0.67,0.62
6596,62.93,0.67,0.63
6597,63.25,0.67,0.64
6598,63.42,0.67,0.65
6599,63.32,0.67,0.66
6600,63.73,0.67,0.67
6601,63.83,0.67,0.68
6602,63.36,0.67,0.69
6603,63.77,0.67,0.7
6604,64.08,0.67,0.71
6605,63.83,0.67,0.72
6606,63.82,0.67,0.73
6607,64.02,0.67,0.74
6608,64.09,0.67,0.75
6609,64.19,0.67,0.76
6610,63.9,0.67,0.77
6611,63.77,0.67,0.78
6612,64.18,0.67,0.79
6613,64.2,0.67,0.8
6614,64.18,0.67,0.81
6615,64.35,0.67,0.82
6616,64.43,0.67,0.83
6617,64.22,0.67,0.84
6618,64.56,0.67,0.85
6619,64.3,0.67,0.86
6620,64.39,0.67,0.87
6621,64.73,0.67,0.88
6622,64.58,0.67,0.89
6623,64.43,0.67,0.9
6624,64.39,0.67,0.91
6625,64.71,0.67,0.92
6626,64.71,0.67,0.93
6627,64.52,0.67,0.94
6628,64.55,0.67,0.95
6629,64.69,0.67,0.96
6630,64.59,0.67,0.97
6631,64.65,0.67,0.98
6632,64.85,0.67,0.99
6633,0.52,0.68,0.01
6634,0.48,0.68,0.02
6635,0.48,0.68,0.03
6636,1.12,0.68,0.04
6637,0.6,0.68,0.05
6638,1.12,0.68,0.06
6639,2.36,0.68,0.07
6640,1.64,0.68,0.08
6641,1.04,0.68,0.09
6642,2.68,0.68,0.1
6643,7.52,0.68,0.11
6644,14.91,0.68,0.12
6645,14.55,0.68,0.13
6646,22.82,0.68,0.14
6647,29.14,0.68,0.15
6648,29.03,0.68,0.16
6649,33.89,0.68,0.17
6650,35.26,0.68,0.18
6651,37.58,0.68,0.19
6652,40.65,0.68,0.2
6653,43.73,0.68,0.21
6654,44.05,0.68,0.22
6655,46.01,0.68,0.23
6656,48.08,0.68,0.24
6657,49.55,0.68,0.25
6658,49.36,0.68,0.26
6659,50.96,0.68,0.27
6660,51.36,0.68,0.28
6661,53.1,0.68,0.29
6662,53.91,0.68,0.3
6663,54.45,0.68,0.31
6664,54.4,0.68,0.32
6665,55.85,0.68,0.33
6666,56.24,0.68,0.34
6667,55.63,0.68,0.35
6668,56.33,0.68,0.36
6669,57.11,0.68,0.37
6670,57.98,0.68,0.38
6671,58.68,0.68,0.39
6672,59.32,0.68,0.4
6673,59.1,0.68,0.41
6674,59.42,0.68,0.42
6675,60.02,0.68,0.43
6676,59.68,0.68,0.44
6677,60.51,0.68,0.45
6678,60.57,0.68,0.46
6679,60.87,0.68,0.47
6680,61.07,0.68,0.48
6681,61.37,0.68,0.49
6682,62.04,0.68,0.5
6683,61.54,0.68,0.51
6684,62.06,0.68,0.52
6685,62.21,0.68,0.53
6686,62.08,0.68,0.54
6687,62.57,0.68,0.55
6688,62.44,0.68,0.56
6689,62.61,0.68,0.57
6690,62.23,0.68,0.58
6691,62.86,0.68,0.59
6692,62.63,0.68,0.6
6693,62.62,0.68,0.61
6694,62.77,0.68,0.62
6695,63.2,0.68,0.63
6696,63.65,0.68,0.64
6697,63.05,0.68,0.65
6698,64.14,0.68,0.66
6699,63.67,0.68,0.67
6700,63.83,0.68,0.68
6701,64.06,0.68,0.69
6702,63.44,0.68,0.7
6703,63.79,0.68,0.71
6704,63.83,0.68,0.72
6705,64.28,0.68,0.73
6706,64.02,0.68,0.74
6707,63.75,0.68,0.75
6708,64.46,0.68,0.76
6709,64.29,0.68,0.77
6710,64.32,0.68,0.78
6711,64.32,0.68,0.79
6712,64.26,0.68,0.8
6713,64.39,0.68,0.81
6714,64.71,0.68,0.82
6715,64.66,0.68,0.83
6716,64.27,0.68,0.84
6717,64.53,0.68,0.85
6718,64.48,0.68,0.86
6719,64.32,0.68,0.87
6720,64.45,0.68,0.88
6721,64.56,0.68,0.89
6722,64.51,0.68,0.9
6723,64.53,0.68,0.91
6724,64.61,0.68,0.92
6725,64.62,0.68,0.93
6726,64.59,0.68,0.94
6727,64.53,0.68,0.95
6728,64.74,0.68,0.96
6729,64.58,0.68,0.97
6730,64.62,0.68,0.98
6731,64.65,0.68,0.99
6732,0.44,0.69,0.01
6733,0.44,0.69,0.02
6734,0.56,0.69,0.03
6735,0.88,0.69,0.04
6736,0.56,0.69,0.05
6737,1.04,0.69,0.06
6738,2.08,0.69,0.07
6739,2.92,0.69,0.08
6740,1.32,0.69,0.09
6741,1.96,0.69,0.1
6742,11.68,0.69,0.11
6743,5.92,0.69,0.12
6744,11.91,0.69,0.13
6745,23.99,0.69,0.14
6746,24.98,0.69,0.15
6747,31.38,0.69,0.16
6748,30.09,0.69,0.17
6749,37.96,0.69,0.18
